open,close,high,low,datetime,datetime
13800.38491478103,13790.37714414566,13801.35640951205,13790.37714414566,1684849080000,2023-05-23 13:38:00
13789.87698401217,13801.93129483025,13801.93129483025,13789.38058159461,1684849140000,2023-05-23 13:39:00
13801.75079822925,13811.43849249393,13812.11893350878,13801.37290302115,1684849200000,2023-05-23 13:40:00
13811.92799064048,13812.30876649781,13812.30876649781,13804.92340819915,1684849260000,2023-05-23 13:41:00
13812.8923544283,13809.25136310497,13818.72759055577,13809.25136310497,1684849320000,2023-05-23 13:42:00
13808.74784787889,13802.34140640905,13810.37947889035,13800.59199826167,1684849380000,2023-05-23 13:43:00
13802.2205189331,13799.18688405007,13802.56605311207,13799.18688405007,1684849440000,2023-05-23 13:44:00
13797.64912597615,13807.7807557122,13809.43686404822,13796.37447660209,1684849500000,2023-05-23 13:45:00
13806.73579749278,13807.53411358126,13812.15370301675,13804.38670829785,1684849560000,2023-05-23 13:46:00
13809.44178989513,13812.68103956937,13812.68103956937,13805.87634204048,1684849620000,2023-05-23 13:47:00
13812.44139418982,13810.52053854316,13812.44139418982,13808.27244794775,1684849680000,2023-05-23 13:48:00
